"","x"
"1050","Mantap"
"1051","Baru daftar lsng ad promo tiket pesawat..langsun boking"
"1052","Top"
"1053","Mantap lah gambar sesuai"
"1054","Mantulll"
"1055","Sangat memuaskan. Tp kadang2 harga tiketnya terlalu tinggi"
"1056","Bagus"
"1057","Pesanan saya sudah saya bayar, tapi tidak muncul di pesanan, akhrnya sy pesan kamar lain,"
"1058","Good"
"1059","Mudah murah mantap"
"1060","Harga boleh di adu dengan app lainnya,"
"1061","Tempat bagus. Nyaman. Dan lengkap"
"1062","Mantab"
"1063","mantap"
"1064","kasih bintang 5 kalo bisa bayar di mini market karena simple ... ditunggu untuk aplikasi nya bisa bayar melalui mini market"
"1065","nyoba dl moga bagus"
"1066","O yee"
"1067","Mantap"
"1068","Mantap"
"1069","Nyaman"
"1070","Oke"
"1071","Potongan harganya luar biasa"
"1072","Airy eco syariah manggis nyaman,bersih,resepsionis ramah dan pelayanan good"
"1073","Mudah,pelayanan dan harga terbaik,recomended bgt"
"1074","Mantul"
"1075","Bersih kamar nya pelayan juga ramah2"
"1076","Pokoknya bagus aplikasinya"
"1077","Bagus dan membantu"
"1078","Nyaman"
"1079","Nelpon ke airy, dapet info yg lengkap...jossss"
"1080","Sangat memuaskan dan layanan nya pas banget"
"1081","👍👍👍👍👍"
"1082","Good"
"1083","ok..."
"1084","baik"
"1085","Udah bagus kyk dulu lg. Pertahankan!!"
"1086","Mantap"
"1087","Bisa reschedule."
"1088","👍👍👍"
"1089","Bagus n cepat untuk proses boking nya..."
"1090","josss"
"1091","Banyak pilihan tempat menginapnya.."
"1092","#Latumeten27"
"1093","top"
"1094","Nyaman,dan mudah di dapat membuat bahagia."
"1095","Udah bayar, tapi tiket tidak masuk ngadu di cs saran nya di refund Sudah ga bisa istirahat yg di refund hanya room saja padahal kena biaya administrasi Keluar biaya, tenaga, waktu ga dapat tempat istirahat Banyak yg dirugikan mending un install saja cari tempat yg lain yg lebih mengutamakan pelayana...Ulasan LengkapUdah bayar, tapi tiket tidak masuk ngadu di cs saran nya di refund Sudah ga bisa istirahat yg di refund hanya room saja padahal kena biaya administrasi Keluar biaya, tenaga, waktu ga dapat tempat istirahat Banyak yg dirugikan mending un install saja cari tempat yg lain yg lebih mengutamakan pelayanan pelanggan"
"1096","keren"
"1097","Aplikasi eek"
"1098","murah"
"1099","Mantab"
"1100","Proses mudah, sangat membantu"
"1101","Mantap"
"1102","Mantap"
"1103","good"
"1104","MantuL"
"1105","Hotel nyaman murah keren ga nyesel download nyah"
"1106","Mudah dan praktis,, harga lebih bersaing yeaahh"
"1107","Murah dan cepat"
"1108","Exciting and Comfort"
"1109","Cakep lah"
"1110","Aplikasi Yang Sangat Bermanfaat...!!!"
"1111","Bersih, luas ga ribet pokoknya pas dihati dan dikantong"
"1112","Good"
"1113","Kerenn"
"1114","Sangat nyaman,tempatnya bersih,pokoknya bintang 5"
"1115","Puas 👍👍👍👍👍"
"1116","Saya pernah pesan tiket pesawat lewat airy , lebih murah dari agen resminya"
"1117","Nyaman"
"1118","👍👍😁"
"1119","Murah suka banyak promo"
"1120","Mantul banget pelayanan nya"
"1121","ok"
"1122","Ok"
"1123","Nice"
"1124","Promony bejibun, aku sukaa"
"1125","Top"
"1126","👍"
"1127","Bagus"
"1128","Penginapan nya keren dan murah lg....smg di tingkatkan pelayanan kmr nya suka ada kmr yg gk kluat air nya"
"1129","Very good"
"1130","sayangnya untuk transaksi kerja sma antar bank nya terbatas dan tidak bsa melalui minimarket..untuk yg lain okelah"
"1131","Ok"
"1132","Nice"
"1133","Mantab"
"1134","Bagus"
"1135","Sesuai dengan tempat saya aceh hotel ini sdh berbasis syari'ah..😀"
"1136","Simpel & mudah"
"1137","90po oli ll9 lot las l oli kulleko ko pp ko kok om lok om lkokok kalo bisa Lmo ada"
"1138","Mantul deh pokoknya, mbantu banget"
"1139","Ok"
"1140","80% booking hotel selalu pake airy. Awal tahu dari voucher Google guide. Eh keterusan. Ga pernah kecewa sama pelayanannya. Pernah sekali fasilitas tak sesuai, komplain langsung di tanggapi dan diselesaikan saat itu juga. Kamar selalu bersih, fasilitas lengkap dan yang pasti harga jauh dari aplikasi ...Ulasan Lengkap80% booking hotel selalu pake airy. Awal tahu dari voucher Google guide. Eh keterusan. Ga pernah kecewa sama pelayanannya. Pernah sekali fasilitas tak sesuai, komplain langsung di tanggapi dan diselesaikan saat itu juga. Kamar selalu bersih, fasilitas lengkap dan yang pasti harga jauh dari aplikasi lainnya. 👍👍👍"
"1141","Kualitas ok dan harga jg gk buat kantong bengkak. Recommended"
"1142","Kamar selalu bersih"
"1143","Pelayanan memuaskan dengan hrga sngat terjangkau, puas dech pokoknya"
"1144","Sampai sekarang dari awal pake aplikasi ini, selalu puas Terimakasih"
"1145","Good airy"
"1146","Banyak promo,banyak foto2 hotel,harga pastinya lbh murah dr saingan"
"1147","Perduli dari segala arah"
"1148","Ok"
"1149","Ok"
"1150","yup baik"
"1151","Lebih murah dari pada saat check in langsung dan ada diskon"
"1152","Sukak banget. Membntu sekali saat lgi pengen nginap di hotel tgal cek aja airy langsg dpt kamar yg nyaman, banyakin promo ya"
"1153","Cukup mudah dan cocok untuk para treveller"
"1154","Mudah murah"
"1155","Sangat puas."
"1156","Tempatnya bagus,pelayanannya oke,dan harganya pun terjangkau👍🏻"
"1157","Good"
"1158","sangat membantu"
"1159","Good"
"1160","Saya sangat puas dengan aplikasi ini,karena cepat respon dan harga juga tidak terlalu membenani, buat saya yang sering dinas diluar kota"
"1161","Mantap"
"1162","Very nice"
"1163","Sangat puas dan pelayanan nya bagus"
"1164","Lagi butuh tiket mau siang tengah malam sampai sejauh ini selalu lancar ...harga relatif bersaing dan gampang akses dan penggunannya .....apalagi kalau ada promo point .bisa tukar tiket merchandise..lbh bagus lagi ...😁👍"
"1165","Pelayanan cepat"
"1166","👍👍👍"
"1167","Ndak nyangka...dapet hotel bintang dengan harga promo termurah sedunia dan baru pertama kali saya dapat nginep dengan harga Rp 29.000,-....puas banget pakai Airy"
"1168","Harga sangat terjangkau"
"1169","Harga lebih murah"
"1170","Tiketnya masih pada mahal"
"1171","Promonya ada terus ya. Maintenance property ditingkatan, incase ada pemilik nakal yg ga kasih standar pelayanan airy, kan yg jelek bukan nama hotel, tapi aps nya. Thanks"
"1172","murah"
"1173","Airy emang top"
"1174","Mantap pesan booking nya gampang"
"1175","Mantap"
"1176","Ohh"
"1177","Mantap fast respon"
"1178","Cukup nyaman kamarnya, hanya akses kurang"
"1179","Dapat promo hotel bintang 3 seharga 29rb. Terimakasih airy"
"1180","The best lah, terakhir malah dapat harga 29.000 gila bener. Tanpa syarat ribet lagi. Banyakin diskon lagi ya"
"1181","niceeeeee"
"1182","Good option..."
"1183","banyak promonya... gokil"
"1184","Good"
"1185","nice"
"1186","Mudah untuk melakukan pesanan :)"
"1187","Semua jadi mudah👍"
"1188","Luar biasa"
"1189","Kamar sempit"
"1190","Kenapa skrg mau buka aplikasi tiba2 forceclose nutup sendiri...udah di update aplikasi nya,udah di instal ulang tp ttp aja gk bisa di buka...mengecewakan"
"1191","Puas banget"
"1192","bersih, nyaman dan murah ❤👍"
"1193","Nyaman"
"1194","Iya"
"1195","Yo good choice"
"1196","Asyyik check in cepat harga bersahabat kualitas baguus...."
"1197","Mudah"
"1198","Mantap"
"1199","Kecewa banget sama airy. Saya reservasi dari 2,5 bulan tapi sampe sana malah kamar yang saya pesan lagi direnov. Padahal saya sangat butuh karena acaranya pagi. Kondisi hujan deras pula saat itu. Dipindahkan malah ke tempat yang lebih jauh. Gak bisa refund saat itu juga pula. Tapi teman saya yang bo...Ulasan LengkapKecewa banget sama airy. Saya reservasi dari 2,5 bulan tapi sampe sana malah kamar yang saya pesan lagi direnov. Padahal saya sangat butuh karena acaranya pagi. Kondisi hujan deras pula saat itu. Dipindahkan malah ke tempat yang lebih jauh. Gak bisa refund saat itu juga pula. Tapi teman saya yang booking setelah saya malah bisa dapat tuh. Parahnya tidak ada konfirmasi ke saya di hari sebelumnya kalau ada pembatalan. Tolong diperbaiki lagi pelayanannya dan lebih profesional lagi"
"1200","Super excellent love love love banget sama airy sukses terus"
"1201","Mantab"
"1202","Sering sering promo"
"1203","Banyak promo yg menarik"
"1204","Cakep"
"1205","Nm"
"1206","Pelayanan sangat memuaskan, respon cepat dan ramah.. terimakasih Airy ❤"
"1207","App nya gampang dipakai dan harga hotel dan tiket pesawat sebanding dengan OTA lain."
"1208","Oke"
"1209","Mantap"
"1210","Saya suka pkek aplikasih ini krn mudah dijangkau"
"1211","Ok"
"1212","murah dan cepat"
"1213","Pemesanan melalui airy lebih nyaman"
"1214","Nyaman"
"1215","Good!"
"1216","Good"
"1217","Nyam sih bersih"
"1218","Mantap betul"
"1219","btb r t t h"
"1220","Layanan baik,tempat bersih dan nyaman"
"1221","Mantap"
"1222","Saya sering mendapatkan tiket promo"
"1223","Ok"
"1224","Bagus sih, cuma kalo mau refund bingung karna kdg perintahnya gak muncul. But over all, sangat membantu"
"1225","Puas banget"
"1226","Sangat bermanfaat"
"1227","Nice"
"1228","Memuaskan.. Selalu terbaik airy."
"1229","iya"
"1230","Ok"
"1231","Ok harga terjangkau"
"1232","Suka sma app ini,tampilanny ga ribet,hrga brshabat bngt,ada potongan lagii💜💜"
"1233","siiiip"
"1234","Bagusss"
"1235","Mantul"
"1236","murah bgt dr pada yg lain deh,sering2 promo ya biar byk star,sip deh"
"1237","Sangatt membantu skali,,harga tiket terjangkau.. Trimakasi banyak AIRY"
"1238","Mntap"
"1239","👍"
"1240","Lebih murah dari banyak aplikasi."
"1241","sangat baik"
"1242","Ok"
"1243","Murah.mudah dan cepat"
"1244","Murah meriah tapi tidak murahan .. Terimakasih ya"
"1245","Sangat bagus"
"1246","dekat dengan kuluner"
"1247","Bisa menjadi solusi yg handal ketika budget minimal.."
"1248","Harga paling miring dbanding yg lain.cma klo untuk lion g bsa skligus pesen bagasi.smga kdpan nya bsa lbh lengkap"
"1249","Puassss harganya terjangkau"
"1250","Sangat membantu dalam memesan tiket pesawat. Cepat, mudah dan murah."
"1251","Ok lah sipp pokoknya...respon dan proses sangat cpt"
"1252","Ok"
"1253","Kurang gede tempat nya"
"1254","Cukup bagus"
"1255","Gampang pakainya dan cepat"
"1256","Airy room berzih,,,, pesawat terjangkau,,,, go go go piknik yo"
"1257","Siip..."
"1258","Pelayanan ramah, rapih, bersih dan harga terjangkau"
"1259","memudahkan pencarian dan gak perlu lagi ke travel cari sarana transportasi"
"1260","Terbaik"
"1261","Ok"
"1262","Fasilitas okey dg harga terjangkau"
"1263","Puas pakai airy, tempat bagus...."
"1264","Mantapp"
"1265","Baik"
"1266","Sangat puas"
"1267","Tamam ke..."
"1268","pesona samarinda"
"1269","Diskonnya kurang"
"1270","Ok"
"1271","Bagus murah cocok deh buat anak perantau yang rindu kampung halaman . mantapp👍🏻"
"1272","Sangat memuaskan..simpel gk ribet"
"1273","Top"
"1274","Muraaaaaahhh.. lebih murah dr tetangga sebelah kanan kiri depan belakang. Airy the best!"
"1275","Menyenangkan"
"1276","Udah bagus"
"1277","Lumayan lah"
"1278","Sangat membantu"
"1279","Bagus sekali"
"1280","Hehe :D"
"1281","Bagus banget deh"
"1282","Luar biasa"
"1283","Keren.. Hotelnya mantap"
"1284","Sangat nyaman dan memuaskan harga lebih murah dan hemat"
"1285","Sangat nyaman strategis. Mantap"
"1286","Mantaaafff...! Dengan airy pasti puas..!"
"1287","Mantap harga bersahabat"
"1288","Simple"
"1289","Mantap"
"1290","Murah"
"1291","Bagus"
"1292","Mantabz,, diskonnnya"
"1293","Ok bgt 4 everything"
"1294","Ok"
"1295","Mantul"
"1296","Sangat memuaskan"
"1297","Mantap , psen tiket jd ga ribet"
"1298","Sangat membantu,dengan harga yg lebih miring dari yg lain."
"1299","Lebih di tingkatkan lagi dalam inovasi menu dan tampilan."
"1300","Beberapa kali menggunakan fasilitas dr airy.. Yg pasti recomended..."
"1301","Sangat membantu, pelayanan ramah responsif dan sangat prima,harga jg jujur murah,gak kayak aplikasi sebelah yg kasih promo dan pelayanan tipu2 Mantap lanjutkan utk lbh baik lagi airy Recommended !"
"1302","Mantap banget lah"
"1303","Sangat Membantu"
"1304","Good"
"1305","Saya suda nyaman bersama reedDoorzt,,tawaran inap paling murah meria"
"1306","Cukup simpel"
"1307","Ok"
"1308","Pengalaman pertama lumayan"
"1309","Sudah 2 thn ini saya selalu gunakan airy utk pemesanan tiket pesawat dan kamar... Sepertinya sudah belasan kali sy nginep di airyroom... Sayangnya belum ada tiket pesawat dan kamar airy utk ke luar negeri... Semoga kedepannya bisa lebih meningkatkan pelayanannya lg buat liburan keluar negeri, minima...Ulasan LengkapSudah 2 thn ini saya selalu gunakan airy utk pemesanan tiket pesawat dan kamar... Sepertinya sudah belasan kali sy nginep di airyroom... Sayangnya belum ada tiket pesawat dan kamar airy utk ke luar negeri... Semoga kedepannya bisa lebih meningkatkan pelayanannya lg buat liburan keluar negeri, minimal ke negara tetangga..."
"1310","Aplikasi sangat membantu untuk mencari penginapan yang nyaman dan terjangkau."
"1311","Oke pelayanan nya gud bngt dah, keren abis lah airy"
"1312","Mohon di perbaiki lagi, saya pesan di aplikasi tidak ada pemberitahuan kalau sudah melakukan transaksi. Tetapi di email transaksi pemesanan berhasil. Kan buat panik"
"1313","Tambah promo diskonnya tk tambahi bintangnya"
"1314","Pelayanannya bagus, tempatnya bersih rapih, mba nya ramah untuk melayani custamer"
"1315","Tingkat lagi pelayanan nyaa manteep"
"1316","Sangat membantu untuk keperluan yg mendesak"
"1317","Mantap. Harga paling murah dibanding yg lain. Kuponnya diperbanyak ya.."
"1318","Bagus"
"1319","Kurang banyak diskon tiket pesawatny"
"1320","mantap"
"1321","Sangat membantu."
"1322","Bagus"
"1323","airy mantep selalu harga oke sesuai budget beda dari yg lain"
"1324","Ok lainkali mau pesen lgi"
"1325","Customer service nya menjelaskan dengan sangat baik"
"1326","Rekomended untuk harga kaki 5 kualitas bintang 5"
"1327","Saya sering menggunakan airy cepat dan tepat ,,harga terjangkau"
"1328","Top"
"1329","demi.main game covet"
"1330","Bagus"
"1331","Penggunaan yang sangat mudah"
"1332","good"
"1333","Banyak discount promo... Proses check in yang mudah.Kamar bagus"
"1334","Good"
"1335","Promo tiket pesawatnya cuma bisa digunakan 1 kali seumur hidup, mendingan gua hapus,klo promonya cuma bisa di pake 1 kali seumur hidup.."
"1336","Dibandingkan sama yang manapun, ttp airy yg paling murahhh"
"1337","Mantul"
"1338","Mengapa inap di airy ada jam malamnya?? Sedikit 😒 kecewa. Padahal airy bisa di katakan hotel juga. Saya inap di airy banjarmasin."
"1339","Promo penginapan o*o lebih banyak dari airy. Bahkan disitu bisa pesan kamar gratis"
"1340","Ok"
"1341","Bagus"
"1342","Alhamdulillah mudah dan dapat tiket harga lebih murah dibandingkan dengan yang lainnya."
"1343","Mayan gaes"
"1344","bagus, sangat membantu..."
"1345","Good"
"1346","Ok"
"1347","Kecewa banget, not recomended"
"1348","Mantap"
"1349","aplikasi ini jelek"
"1350","Sangat membantu dalam urusan traveling"
"1351","Sesuai dgn propaganda..ok nyaman"
"1352","Kereenn, dapat penginapan yg murah dan berkualitas, bakal pesan di airy lagi di next trip"
"1353","Bagus"
"1354","Mantap hotel, tp msh sedikit perbaikan dari airy?"
"1355","mantap"
"1356","Mantap"
"1357","Ok"
"1358","Tapi bohong"
"1359","Baguss"
"1360","Mantap"
"1361","Mantap"
"1362","Skrg klo beli tiket mau issued knp harga naik jauh bgt ya, syedih jadix"
"1363","Airy keren, kl sy keluar kota solusi penginapannya ya airy"
"1364","Good job"
"1365","Memuaskan"
"1366","Tambahkan lagi diskon nya"
"1367","Baru coba, semoga baik"
"1368","Promo tiket pesawat lebih banyak di airy"
"1369","Baik"
"1370","Murah"
"1371","Hotel murah,nyaman,bersih,recomended buat para traveller"
"1372","Wah sayang banget aplikasi yang bagus kaya gini tapi belum ada rute penerbangan untuk ke luar negeri 😌"
"1373","Mudah, murah, nyaman"
"1374","Mantappp... Semoga terus dilengkapi dengan fitur² menarik dan beberapa format pemesanan mungkin untuk bus, kereta, dan lain²"
"1375","Bagus banget Lain kali mesen disini lagi deh"
"1376","Sip..praktis...cuma promo pesawatnya perlu dibanyakin....thanks airy"
"1377","Update status pada aplikasi kurang sinkron dengan berhasilnya proses refund kepada pelanggan, terlebih di aplikasi airy tidak ada detail pengembalian dana saat refund. Yang dialami dana sudah masuk sejak tanggal 18 dan status di aplikasi berubah tanggal 23 dengan ketentuan ""dana akan dicairkan sesua...Ulasan LengkapUpdate status pada aplikasi kurang sinkron dengan berhasilnya proses refund kepada pelanggan, terlebih di aplikasi airy tidak ada detail pengembalian dana saat refund. Yang dialami dana sudah masuk sejak tanggal 18 dan status di aplikasi berubah tanggal 23 dengan ketentuan ""dana akan dicairkan sesuai ketentuan bank"". Saranya saat refund, detail pengembalian ada di aplikasi, jadi mempermudah pelanggan."
"1378","aplikasi keren dan banyak promo"
"1379","Ok"
"1380","Ok"
"1381","Simpel"
"1382","Awesome"
"1383","Naisse"
"1384","Ga ngerti deh. Ini pesen di aplikasi airy tapi tbtb oper ke traveloka. E-tiket ga muncul, dan justru suruh minta ke traveloka. Kalo ga disediakan dari airy kenapa ada pilihan diaplikasi airy nya???!!! Pembayaran juga udah dibayar tapi ga jelas e-vouchernya yg mana. Bener2 bad banget. Kapok pesen di ...Ulasan LengkapGa ngerti deh. Ini pesen di aplikasi airy tapi tbtb oper ke traveloka. E-tiket ga muncul, dan justru suruh minta ke traveloka. Kalo ga disediakan dari airy kenapa ada pilihan diaplikasi airy nya???!!! Pembayaran juga udah dibayar tapi ga jelas e-vouchernya yg mana. Bener2 bad banget. Kapok pesen di airy."
"1385","Niceeeee"
"1386","Airy latumenten mantuLLLLLLLL. Bagus pelayanannya . Cepat tanggap. Bersih dan nyaman👍👍👍👍😘😘😘"
"1387","Good"
"1388","Aplikasi yg sangat bagus,, tempatny sangat nyaman dan rapih 😍"
"1389","Bagus banget . Tingkatkan lagi"
"1390","good"
"1391","Bagus"
"1392","Mantul"
"1393","Sangat memuaskan"
"1394","Puas"
"1395","Oke buat bantu nyari hotel cheap"
"1396","Good"
"1397","Oke"
"1398","Y resep kue"
"1399","Good job"
"1400","Nyaman, terjangkau, dan aman jga bersih bgt i like it... 😘🥰😍"
"1401","Sangat membantu"
"1402","mantap"
"1403","Ok aja deh"
"1404","Mantappp"
"1405","Up"
"1406","Mantul"
"1407","Knp booking tiket pswt di airy hny dpt di gunakan sekali sj kode promonya, apakah saya harus tiap kali booking pesawat di airy hrs pake hp baru??tolong di ubah kebijakan spy saya dpt booking tiket pswt d airy klo saya ingin berangkat....mksh"
"1408","Ok"
"1409","Aplikasi yang sangat membantu"
"1410","Baik dan baguss"
"1411","Mantap banget"
"1412","Bukan jahat2in aplikasi lain ya,tapi aplikasi airy paling simple & mudah, masuk gak mesti isi data, klau dah fix order baru isi data tamu,pokoknya best deh"
"1413","Sangat membantu"
"1414","Proaes cepat dan mudah"
"1415","mantap"
"1416","Mantap...manyala🔥🔥🔥"
"1417","bagus"
"1418","Mantap jiwa"
"1419","Good 👍🙃"
"1420","Banyakkin lg promo nya kak."
"1421","👍"
"1422","Pengalaman nginep di airy .. harga terjangkau"
"1423","Promo kurang"
"1424","Applikasi yang sangat membantu"
"1425","Lebih murah dan gampang pemesanan nya"
"1426","Tiketnya paling murah"
"1427","Harga miring kualitas deluxe"
"1428","Keren"
"1429","Ok"
"1430","Quick respon.."
"1431","Jos"
"1432","Keren"
"1433","Baik"
"1434","Good"
"1435","Makasih ngebantu orang yang dikonciin wkwkw"
"1436","Selalu memuaskan pesen Hotel Di airy"
"1437","Cepat, praktis, lebih murah"
"1438","Salah satu penginapan ketika dompet lagi kering wkwkw"
"1439","Mantap"
"1440","Sangat membantu saat ingin liburan"
"1441","Memang lebih murah dari yang lain"
"1442","Aplikasi sangat membantu sekali ☺️"
"1443","Airy ga bisa refund kalo ada halangan ga bisa cekin dgn alasan apapun mending ke traveloka masih bisa di batalin jdi mikir2 lg buat yg mau booking disini nyesel booking dsni buruk bgt pelayanannya lngsng uninstal gabakal pake lagi aplikasi makan duit haram bye"
"1444","Memuaskan dan promonya keren abis"
"1445","Mantap airy room dapet tiket Garuda murah 😁"
"1446","Good."
"1447","saya pernah menginap dsini. sangat menyenangkan. bagus dan lumayan bersih"
"1448","Nyaman banget pakai airy"
"1449","Mudah digunakan dan sangat membantu mencari hotel sesuai kebutuhan"
"1450","Semoga kalau Rating Airy naik, harga tiketnya tidak ikut naik. Untuak saat ini, terimakasih Airy atas pelayanannya."
"1451","Ntapss"
"1452","Good"
"1453","Murah meriah tapi ga murahan, membantu banget."
"1454","Good"
"1455","bersih dan bagus servicenya"
"1456","Mudah, cepat dan akurat"
"1457","Super"
"1458","Keren nih aplikasinya"
"1459","Prosesnya cepat"
"1460","Airy murah,, tapi tidak murahan,,,"
"1461","👍"
"1462","Hotel airy sederhana namun bersih dan nyaman"
"1463","Usulan pembayaran bisa transfer bank dgn nomor rekening, bukan yg lain nya"
"1464","friendly user"
"1465","Bagus banget saya dan keluarga saya bisa liburan ke bali terimakasih Airy"
"1466","👍"
"1467","Sippp"
"1468","Mantabbb"
"1469","Aplikasi dan Pembayaran mudah 👍👍"
"1470","Bagus"
"1471","Sangat memuaskan krn selalu ada disc."
"1472","mantap keren mudah digunakan"
"1473","Bagus"
"1474","Okeh gampang nyarinya"
"1475","Kasih harga ygurah terus ya Airy.., biar kami2 yg low budget ini terbantu. Semoga sukses terua Airy"
"1476","Puas deh karena lebih murah dr tempat lain"
"1477","Mantap"
"1478","Mantap"
"1479","Tetap jadi aplikasi yg aku inginkan, jangan pernah kau memahalkan harga"
"1480","Selama saya memakai airy rooms, penginapannya cukup nyaman, bersih, lengkap, dan saya selalu memakai airy rooms jika saya berada di kota lain"
"1481","Ok"
"1482","Oke"
"1483","Ok"
"1484","Airy.. Oke bgt. Tiketnya Murah"
"1485","Cukup bgus"
"1486","Mantap.. Sy sdh pesan berkali kali 😁"
"1487","mntap"
"1488","Airy bagus kamar2nya bersih dan syari'ah"
"1489","Good"
"1490","live chat dengan cs airy tidak mendapat solusi"
"1491","selalu terpercaya airy rooms , harga terjangkau murah dan dapat promo"
"1492","Keren"
"1493","Membantu banget buat traveling"
"1494","Ok"
"1495","Pelayanan dari pihak app nya bagus, komplain langsung di tanggapi dan di hubungi langsung oleh Costumer Service"
"1496","Mv"
"1497","也。救護。基金基礎呼籲聚集圖庫lembrar）默默有傀儡。集團怒吼。。。，。"
"1498","Good"
"1499","jols"
"1500","Slalu puas dgn airy. Kedepannya mudah2an diskonnya lebih banyak lagi tanpa syarat"
"1501","Applikasi yg sangat membanti"
"1502","Mantap"
"1503","Alhamdulillah dapet tiket murah Garuda lagi semoga puas nanti nya😁"
"1504","Optional"
"1505","Tuk kamarnya bersih dan nyaman bgitu jga pelayanan nya ramah...hnya aja syangnya tuk remot tv dan ac tidak di siapkan...yg lain ok lah."
"1506","I LOVE....... airy udah bantu saya buat nginap.udah bbrp kali saya pake aplikasi ini bagussssss bgt.saya pernah ngalamin seprai TDK d ganti ,saya complain cm hitungan menit fast respon bangettttt....... Langsung d tanggapin.jdnya i'm happy . Selalu buat yg terbaik dr harga, pelayanan pokoknya yg bag...Ulasan LengkapI LOVE....... airy udah bantu saya buat nginap.udah bbrp kali saya pake aplikasi ini bagussssss bgt.saya pernah ngalamin seprai TDK d ganti ,saya complain cm hitungan menit fast respon bangettttt....... Langsung d tanggapin.jdnya i'm happy . Selalu buat yg terbaik dr harga, pelayanan pokoknya yg bagus2 deh buat airy."
"1507","Harg lebih murah daripad yang lain"
"1508","Good."
"1509","MANTABS"
"1510","Mantap"
"1511","keren"
"1512","Mantap"
"1513","Sangat membantu bagi kegiatan /aktifivat aku keluar kota"
"1514","Ok"
"1515","Pemesanan lebih simpel, harga agak murah, cuma ada yang ga sesuai tentang kupon, masih dalam tgl pemesanan tapi dinyatakan KUPON INI TIDAK BERLAKU LAGI."
"1516","Good"
"1517","Mantap"
"1518","gak ribet"
"1519","Puas"
"1520","Airy cucok banget deh"
"1521","Bagus.. Banyak promo tiket dan hotel murah.. Respon cepat tanpa lelet.. Suka banget semoga semakin ditingkatkan dan makin banyak promo ya"
"1522","Nyaman"
"1523","Prosesnya ngga ribet, gampang pokoknya"
"1524","Ok"
"1525","Good"
"1526","Harga bersahabat. Cuma kalo cancel uang hangus."
"1527","Tidak smw airyroom menyediakan breakfast.. apalagi buat kita yang backpacker."
"1528","Mantap"
"1529","Good"
"1530","Service excelent"
"1531","mantap"
"1532","Maanntaapppp"
"1533","Ok bingit"
"1534","Baik"
"1535","80 % 👍"
"1536","Mantap bisa treveling ke mana"
"1537","Mantap"
"1538","Good"
"1539","Good"
"1540","Hotelnya bisa dpt harga murah dpt snack pula...mksh airy"
"1541","Sangat memuaskan. Di Bandung dengan harga murah bisa dapat hotel sangat nyaman. Di kota2 lain juga."
"1542","Sangat membantu dalam melaksanakan perjalanan."
"1543","Keren"
"1544","Mantab"
"1545","Hrg trbaik"
"1546","Aq setia sama Airy, cm skrg lg off dlu bepergian.."
"1547","Oke"
"1548","#apk yg mantul."
"1549","Banyakin promo nya tiket pesawat tanpa minimal harga"
"1550","Sangat mudah untuk digunakan"
"1551","👍"
"1552","Respont sgt baik, dan fasilitaas oke"
"1553","Selama sy pke aplikasi ini blm ada kendala apapun"
"1554","Pokoknya dimudahkan dengan adanya airy"
"1555","Ok"
"1556","Murah hitelnya murah pesawatnya"
"1557","Baik dan nyaman"
"1558","Oke lah"
"1559","Tempatnya nyaman"
"1560","Sangat membantu dalam mencari tiket perjalanan"
"1561","vouchernya tolong dibanyakin dong"
"1562","Good aplikasi"
"1563","Mantaappp"
"1564","Bagus dan mudah"
"1565","Belum dicoba"
"1566","Puas"
"1567","Good"
"1568","good app"
"1569","buat saya sampe sejauh ini sangat membantu aplikasi airy terlebih sering dpt promo hotel kelas bintang 3"
"1570","Diskon Tiket pesawatnya lebih ditingkatkan"
"1571","App recomended"
"1572","sangat puas harga terjangkau tapi kenyamanan d utamakan,,,👍👍"
"1573","Cs nya ramah2 dan harga tiketnya murah2 😊"
"1574","Good"
"1575","Bermanfaat"
"1576","Mantil..."
"1577","Sangat membantu"
"1578","Test dlu"
"1579","sangat mwembantu saya kamar nyaman murah dan banyak pilihan"
"1580","Sangat puas"
"1581","Airy membuat kemudahan dalam berpergian"
"1582","Murah cuy.."
"1583","Payah..."
"1584","Apk yg sgt membantu traveler"
"1585","Keren"
"1586","Mantap"
"1587","hemat"
"1588","Mantab"
"1589","Kode kuponnya kok gak bisa di pakai????"
"1590","Sangat membantu"
"1591","Very good👍👍👍"
"1592","Ok"
"1593","Airy memang Sip.banyak pilihan dan promo nya Mantaap. Saya kasih bintang 5"
"1594","Lumanyan bagus aplikasinya hanya saja hotel2 yg ditampilkan bintang 3 ke bawah"
"1595","Aplikasi ini sangat membantu kami untuk memilih penginapan yang sesuai standard budget kami para pekerja biasa , mantap Airy Is The Best"
"1596","Good"
